path	url
assets/jsb-adapter/jsb-builtin.js	http://www.w3.org/2000/xmlns/
assets/jsb-adapter/jsb-engine.js	http://www.cocos.com
assets/jsb-adapter/jsb-engine.js	https://www.cocos.com/
assets/jsb-adapter/jsb-engine.js	http://github.com/garycourt/murmurhash-js
assets/res/import/20/208dcbdf-0766-4616-b010-df4a670fd217.json	https://ifs.yonogamebox.com/gamerule
assets/res/import/3c/3c37cefd-458e-47d8-8f83-4382633822d7.json	https://ifs.yonogamebox.com/gamerule
assets/res/import/64/64249ffa-5032-455c-bc96-126739ab9776.json	https://ifs.yonogamebox.com/gamerule
assets/res/import/64/643d0e4e-cbe9-4683-a076-db92ec3df6ea.json	https://ifs.yonogamebox.com/gamerule
assets/res/import/7f/7f2c95bf-9f60-4c5b-b1d4-eda4fe09b601.json	https://ifs.yonogamebox.com/gamerule
assets/res/import/85/853346ae-49d9-4294-b30c-27daef5d309f.json	https://ifs.yonogamebox.com/gamerule
assets/res/import/99/998333fd-ddbf-49c0-ba49-e77fca08fc66.json	https://ifs.yonogamebox.com/gamerule
assets/res/import/9f/9f2a44ef-991a-43ba-84d8-ca00ccc6bd23.json	https://ifs.yonogamebox.com/gamerule
assets/res/import/9f/9f8ce375-f903-4b19-83ee-16c270e083ec.json	https://ifs.yonogamebox.com/gamerule
assets/res/import/a2/a270b668-9bf7-483f-8615-d414e6726b96.json	https://ifs.yonogamebox.com/gamerule
assets/res/import/a7/a77ffc11-87a2-4b01-91cd-3cf5997e5c0c.json	https://ifs.yonogamebox.com/gamerule
assets/res/import/b0/b08bec7b-b06b-4504-805c-48c87bea1da6.json	https://www.philslotsagent.com
assets/res/import/b4/b41a2dd7-840f-4119-893d-97278e1809fb.json	https://ifs.yonogamebox.com/gamerule
assets/res/import/cc/cc566495-9138-4edf-b290-5ed58c842818.json	https://ifs.yonogamebox.com/gamerule
assets/res/import/f7/f7c1e9bb-22d9-4b36-936e-ebb1d009ac62.json	https://ifs.yonogamebox.com/gamerule
assets/res/raw-assets/01/011232ef-e3c0-4f34-a88d-8ff5c19d8d23.manifest	http://ifs.yonorummy.in/GameX/1.6.8.7/Super7772
assets/res/raw-assets/01/011232ef-e3c0-4f34-a88d-8ff5c19d8d23.manifest	http://ifs.yonorummy.in/GameX/Super7772/project.manifest
assets/res/raw-assets/02/0291c134-b3da-4098-b7b5-e397edbe947f.png	http://www.w3.org/1999/02/22-rdf-syntax-ns#
assets/res/raw-assets/02/0291c134-b3da-4098-b7b5-e397edbe947f.png	http://ns.adobe.com/xap/1.0/
assets/res/raw-assets/02/0291c134-b3da-4098-b7b5-e397edbe947f.png	http://ns.adobe.com/xap/1.0/mm/
assets/res/raw-assets/02/0291c134-b3da-4098-b7b5-e397edbe947f.png	http://ns.adobe.com/xap/1.0/sType/ResourceRef#
assets/res/raw-assets/03/03e97b5e-6642-4e78-9826-8796c2abe447.manifest	http://ifs.yonorummy.in/GameX/1.6.8.7/Aviator
assets/res/raw-assets/03/03e97b5e-6642-4e78-9826-8796c2abe447.manifest	http://ifs.yonorummy.in/GameX/Aviator/project.manifest
assets/res/raw-assets/04/04bd0ae4-36c6-4251-9992-3284d8afdf6e.manifest	http://ifs.yonorummy.in/GameX/1.6.8.7/WildParadise
assets/res/raw-assets/04/04bd0ae4-36c6-4251-9992-3284d8afdf6e.manifest	http://ifs.yonorummy.in/GameX/WildParadise/project.manifest
assets/res/raw-assets/04/04c69595-cc9e-4592-9016-03cdbeb933df.manifest	http://ifs.yonorummy.in/GameX/1.6.8.7/CaribbeanFortune
assets/res/raw-assets/04/04c69595-cc9e-4592-9016-03cdbeb933df.manifest	http://ifs.yonorummy.in/GameX/CaribbeanFortune/project.manifest
assets/res/raw-assets/05/0511e1fe-d164-4460-b4e9-59f9e96fe10e.manifest	http://ifs.yonorummy.in/GameX/1.6.8.7/WildSpin
assets/res/raw-assets/05/0511e1fe-d164-4460-b4e9-59f9e96fe10e.manifest	http://ifs.yonorummy.in/GameX/WildSpin/project.manifest
assets/res/raw-assets/07/0711cd30-ea49-4d56-9d08-1da548d84428.manifest	http://ifs.yonorummy.in/GameX/1.6.8.7/SerpentCrush
assets/res/raw-assets/07/0711cd30-ea49-4d56-9d08-1da548d84428.manifest	http://ifs.yonorummy.in/GameX/SerpentCrush/project.manifest
assets/res/raw-assets/08/0811261c-acbf-44a7-9afd-e9c668033d79.manifest	http://ifs.yonorummy.in/GameX/1.6.8.7/MegaAce
assets/res/raw-assets/08/0811261c-acbf-44a7-9afd-e9c668033d79.manifest	http://ifs.yonorummy.in/GameX/MegaAce/project.manifest
assets/res/raw-assets/09/090cb904-84bf-4b58-a945-e2015964307e.manifest	http://ifs.yonorummy.in/GameX/1.6.8.7/GaroGem5
assets/res/raw-assets/09/090cb904-84bf-4b58-a945-e2015964307e.manifest	http://ifs.yonorummy.in/GameX/GaroGem5/project.manifest
assets/res/raw-assets/09/091d1f5c-6c37-4315-a4ab-64b94398d10c.manifest	http://ifs.yonorummy.in/GameX/1.6.8.7/FortuneGem500
assets/res/raw-assets/09/091d1f5c-6c37-4315-a4ab-64b94398d10c.manifest	http://ifs.yonorummy.in/GameX/FortuneGem500/project.manifest
assets/res/raw-assets/09/09ae25cf-d258-41cf-b79a-4aced891c40c.manifest	http://ifs.yonorummy.in/GameX/1.6.8.7/FortuneCoins
assets/res/raw-assets/09/09ae25cf-d258-41cf-b79a-4aced891c40c.manifest	http://ifs.yonorummy.in/GameX/FortuneCoins/project.manifest
assets/res/raw-assets/0b/0b58adf3-ea34-42f0-85b0-ceaf21e1f743.manifest	http://ifs.yonorummy.in/GameX/1.6.8.7/BoardcastHint
assets/res/raw-assets/0b/0b58adf3-ea34-42f0-85b0-ceaf21e1f743.manifest	http://ifs.yonorummy.in/GameX/BoardcastHint/project.manifest
assets/res/raw-assets/0c/0cb038e5-724f-4200-99ce-6e704e7afd63.manifest	http://ifs.yonorummy.in/GameX/1.6.8.7/JackpotLotto
assets/res/raw-assets/0c/0cb038e5-724f-4200-99ce-6e704e7afd63.manifest	http://ifs.yonorummy.in/GameX/JackpotLotto/project.manifest
assets/res/raw-assets/0c/0cb93d42-116b-4204-afaf-9b5e136ef7a1.manifest	http://ifs.yonorummy.in/GameX/1.6.8.7/BoneFortune
assets/res/raw-assets/0c/0cb93d42-116b-4204-afaf-9b5e136ef7a1.manifest	http://ifs.yonorummy.in/GameX/BoneFortune/project.manifest
assets/res/raw-assets/0d/0d96e890-c139-4041-a0b7-f72242c1d918.plist	http://www.apple.com/DTDs/PropertyList-1.0.dtd
assets/res/raw-assets/0e/0e5576f0-de9a-4da2-9524-6d6221af5925.manifest	http://ifs.yonorummy.in/GameX/1.6.8.7/PowerOfTheKraken2
assets/res/raw-assets/0e/0e5576f0-de9a-4da2-9524-6d6221af5925.manifest	http://ifs.yonorummy.in/GameX/PowerOfTheKraken2/project.manifest
assets/res/raw-assets/0f/0f6f447d-ab66-4468-afb5-8dc77661f79f.plist	http://www.apple.com/DTDs/PropertyList-1.0.dtd
assets/res/raw-assets/12/128bfc19-fd1a-46c7-adbc-29f79846d0b1.manifest	http://ifs.yonorummy.in/GameX/1.6.8.7/BisonMoon
assets/res/raw-assets/12/128bfc19-fd1a-46c7-adbc-29f79846d0b1.manifest	http://ifs.yonorummy.in/GameX/BisonMoon/project.manifest
assets/res/raw-assets/14/14756889-0a15-4f12-9408-be3d3ae09d7c.manifest	http://ifs.yonorummy.in/GameX/1.6.8.7/Rango
assets/res/raw-assets/14/14756889-0a15-4f12-9408-be3d3ae09d7c.manifest	http://ifs.yonorummy.in/GameX/Rango/project.manifest
assets/res/raw-assets/14/1482b4fc-8b72-44df-a753-67291621c296.manifest	http://ifs.yonorummy.in/GameX/1.6.8.7/DragonsTreasureQuest
assets/res/raw-assets/14/1482b4fc-8b72-44df-a753-67291621c296.manifest	http://ifs.yonorummy.in/GameX/DragonsTreasureQuest/project.manifest
assets/res/raw-assets/17/17f7f037-2ae2-4234-b6d1-7ffda73f912e.manifest	http://ifs.yonorummy.in/GameX/1.6.8.7/WildBountyShowdown
assets/res/raw-assets/17/17f7f037-2ae2-4234-b6d1-7ffda73f912e.manifest	http://ifs.yonorummy.in/GameX/WildBountyShowdown/project.manifest
assets/res/raw-assets/18/185f25c6-d539-4ea7-8091-a98c97bd3681.manifest	http://ifs.yonorummy.in/GameX/1.6.8.7/ReturnOfWarplanes
assets/res/raw-assets/18/185f25c6-d539-4ea7-8091-a98c97bd3681.manifest	http://ifs.yonorummy.in/GameX/ReturnOfWarplanes/project.manifest
assets/res/raw-assets/18/18a2b13e-6efe-4331-9180-03c912d528a5.manifest	http://ifs.yonorummy.in/GameX/1.6.8.7/FortuneJungle
assets/res/raw-assets/18/18a2b13e-6efe-4331-9180-03c912d528a5.manifest	http://ifs.yonorummy.in/GameX/FortuneJungle/project.manifest
assets/res/raw-assets/18/18e06777-e500-425c-bd73-efbf4644209d.manifest	http://ifs.yonorummy.in/GameX/1.6.8.7/AztecBonanza
assets/res/raw-assets/18/18e06777-e500-425c-bd73-efbf4644209d.manifest	http://ifs.yonorummy.in/GameX/AztecBonanza/project.manifest
assets/res/raw-assets/19/19767f34-e96e-4fd0-bdac-7914f3d0c9cf.manifest	http://ifs.yonorummy.in/GameX/1.6.8.7/Zeppelin
assets/res/raw-assets/19/19767f34-e96e-4fd0-bdac-7914f3d0c9cf.manifest	http://ifs.yonorummy.in/GameX/Zeppelin/project.manifest
assets/res/raw-assets/1a/1a261599-d513-4043-81dd-435d77e358c1.manifest	http://ifs.yonorummy.in/GameX/1.6.8.7/GaneshaGold
assets/res/raw-assets/1a/1a261599-d513-4043-81dd-435d77e358c1.manifest	http://ifs.yonorummy.in/GameX/GaneshaGold/project.manifest
assets/res/raw-assets/1a/1ae9c855-ebcc-425c-8a0e-682e5d4f9d0e.manifest	http://ifs.yonorummy.in/GameX/1.6.8.7/PersonalInfo
assets/res/raw-assets/1a/1ae9c855-ebcc-425c-8a0e-682e5d4f9d0e.manifest	http://ifs.yonorummy.in/GameX/PersonalInfo/project.manifest
assets/res/raw-assets/1b/1b337676-8bdc-4d51-9504-b1a2cd3b73ca.manifest	http://ifs.yonorummy.in/GameX/1.6.8.7/Dabanggg
assets/res/raw-assets/1b/1b337676-8bdc-4d51-9504-b1a2cd3b73ca.manifest	http://ifs.yonorummy.in/GameX/Dabanggg/project.manifest
assets/res/raw-assets/1e/1e96b3d9-d626-4a2b-bd37-2aa0a266746f.manifest	http://ifs.yonorummy.in/GameX/1.6.8.7/RavePartyFever
assets/res/raw-assets/1e/1e96b3d9-d626-4a2b-bd37-2aa0a266746f.manifest	http://ifs.yonorummy.in/GameX/RavePartyFever/project.manifest
assets/res/raw-assets/1f/1f23fbe6-ae34-4840-80a0-1aa78ea396dc.manifest	http://ifs.yonorummy.in/GameX/1.6.8.7/MegaBills
assets/res/raw-assets/1f/1f23fbe6-ae34-4840-80a0-1aa78ea396dc.manifest	http://ifs.yonorummy.in/GameX/MegaBills/project.manifest
assets/res/raw-assets/1f/1f6d64e2-aaf5-4327-bbc8-4179f1b6457e.manifest	http://ifs.yonorummy.in/GameX/1.6.8.7/JadeEmpress
assets/res/raw-assets/1f/1f6d64e2-aaf5-4327-bbc8-4179f1b6457e.manifest	http://ifs.yonorummy.in/GameX/JadeEmpress/project.manifest
assets/res/raw-assets/21/21eeb02a-c428-4c1d-ac6e-3e0bee2b823b.manifest	http://ifs.yonorummy.in/GameX/1.6.8.7/MonkeyFortune2
assets/res/raw-assets/21/21eeb02a-c428-4c1d-ac6e-3e0bee2b823b.manifest	http://ifs.yonorummy.in/GameX/MonkeyFortune2/project.manifest
assets/res/raw-assets/22/22169d7d-24d7-4620-9e62-8e842f755377.manifest	http://ifs.yonorummy.in/GameX/1.6.8.7/SimpleDollar3
assets/res/raw-assets/22/22169d7d-24d7-4620-9e62-8e842f755377.manifest	http://ifs.yonorummy.in/GameX/SimpleDollar3/project.manifest
assets/res/raw-assets/23/2351dedb-5764-4862-bcaf-0bef5bf9ff48.manifest	http://ifs.yonorummy.in/GameX/1.6.8.7/BruteForce
assets/res/raw-assets/23/2351dedb-5764-4862-bcaf-0bef5bf9ff48.manifest	http://ifs.yonorummy.in/GameX/BruteForce/project.manifest
assets/res/raw-assets/24/24783305-0d5e-43d6-a3ca-58e4dced91ca.manifest	http://ifs.yonorummy.in/GameX/1.6.8.7/GoldenExpress
assets/res/raw-assets/24/24783305-0d5e-43d6-a3ca-58e4dced91ca.manifest	http://ifs.yonorummy.in/GameX/GoldenExpress/project.manifest
assets/res/raw-assets/24/24bf34b7-116f-43fb-9972-a56d131c595f.manifest	http://ifs.yonorummy.in/GameX/1.6.8.7/Taurus
assets/res/raw-assets/24/24bf34b7-116f-43fb-9972-a56d131c595f.manifest	http://ifs.yonorummy.in/GameX/Taurus/project.manifest
assets/res/raw-assets/25/255ed77e-7022-4e77-9506-37e6847fdc28.manifest	http://ifs.yonorummy.in/GameX/1.6.8.7/UnderseaPearl
assets/res/raw-assets/25/255ed77e-7022-4e77-9506-37e6847fdc28.manifest	http://ifs.yonorummy.in/GameX/UnderseaPearl/project.manifest
assets/res/raw-assets/25/2585352b-b1a7-4022-8976-fea744af42f8.manifest	http://ifs.yonorummy.in/GameX/1.6.8.7/SuperAce
assets/res/raw-assets/25/2585352b-b1a7-4022-8976-fea744af42f8.manifest	http://ifs.yonorummy.in/GameX/SuperAce/project.manifest
assets/res/raw-assets/26/2606a540-62c0-44c8-9a9c-d5c9ea48d44e.manifest	http://ifs.yonorummy.in/GameX/1.6.8.7/MoneyComing
assets/res/raw-assets/26/2606a540-62c0-44c8-9a9c-d5c9ea48d44e.manifest	http://ifs.yonorummy.in/GameX/MoneyComing/project.manifest
assets/res/raw-assets/29/2922c908-df92-4c6b-92f9-2b98c4abb307.manifest	http://ifs.yonorummy.in/GameX/1.6.8.7/LampOfAladdin
assets/res/raw-assets/29/2922c908-df92-4c6b-92f9-2b98c4abb307.manifest	http://ifs.yonorummy.in/GameX/LampOfAladdin/project.manifest
assets/res/raw-assets/29/297a79ee-c658-4437-aec6-2e7f7e4da7cf.manifest	http://ifs.yonorummy.in/GameX/1.6.8.7/SharkHunt
assets/res/raw-assets/29/297a79ee-c658-4437-aec6-2e7f7e4da7cf.manifest	http://ifs.yonorummy.in/GameX/SharkHunt/project.manifest
assets/res/raw-assets/29/29de62c1-b561-4fdf-ac9a-d5a4d1a6a002.manifest	http://ifs.yonorummy.in/GameX/1.6.8.7/FreeCash
assets/res/raw-assets/29/29de62c1-b561-4fdf-ac9a-d5a4d1a6a002.manifest	http://ifs.yonorummy.in/GameX/FreeCash/project.manifest
assets/res/raw-assets/2a/2a98c32b-e3e5-4d9f-8105-206e81029e4e.manifest	http://ifs.yonorummy.in/GameX/1.6.8.7/Crazy777
assets/res/raw-assets/2a/2a98c32b-e3e5-4d9f-8105-206e81029e4e.manifest	http://ifs.yonorummy.in/GameX/Crazy777/project.manifest
assets/res/raw-assets/2a/2ac81cf3-af8d-49a0-acde-f789af716d62.manifest	http://ifs.yonorummy.in/GameX/1.6.8.7/MahjongWays2
assets/res/raw-assets/2a/2ac81cf3-af8d-49a0-acde-f789af716d62.manifest	http://ifs.yonorummy.in/GameX/MahjongWays2/project.manifest
assets/res/raw-assets/2a/2aef23db-15ee-497f-9349-c4c9dbc386f6.manifest	http://ifs.yonorummy.in/GameX/1.6.8.7/SpaceOrbs
assets/res/raw-assets/2a/2aef23db-15ee-497f-9349-c4c9dbc386f6.manifest	http://ifs.yonorummy.in/GameX/SpaceOrbs/project.manifest
assets/res/raw-assets/2b/2bab6332-5b1d-4577-af97-e7bd26f2c297.manifest	http://ifs.yonorummy.in/GameX/1.6.8.7/PinataWins
assets/res/raw-assets/2b/2bab6332-5b1d-4577-af97-e7bd26f2c297.manifest	http://ifs.yonorummy.in/GameX/PinataWins/project.manifest
assets/res/raw-assets/2c/2cd315e4-ec84-471c-96f5-b4b9aa100a0d.manifest	http://ifs.yonorummy.in/GameX/1.6.8.7/FortuneWheel777
assets/res/raw-assets/2c/2cd315e4-ec84-471c-96f5-b4b9aa100a0d.manifest	http://ifs.yonorummy.in/GameX/FortuneWheel777/project.manifest
assets/res/raw-assets/2d/2dee90a9-0ec5-4524-9643-530b2cf252d9.manifest	http://ifs.yonorummy.in/GameX/1.6.8.7/VolcanicTiki
assets/res/raw-assets/2d/2dee90a9-0ec5-4524-9643-530b2cf252d9.manifest	http://ifs.yonorummy.in/GameX/VolcanicTiki/project.manifest
assets/res/raw-assets/2e/2e11e3d6-49bc-467d-b64c-d58a8f6a905b.manifest	http://ifs.yonorummy.in/GameX/1.6.8.7/DragonHatch2
assets/res/raw-assets/2e/2e11e3d6-49bc-467d-b64c-d58a8f6a905b.manifest	http://ifs.yonorummy.in/GameX/DragonHatch2/project.manifest
assets/res/raw-assets/2e/2e8c4a71-9d35-4f6b-b812-0a7c3e5d9f28.manifest	http://ifs.yonorummy.in/GameX/1.6.8.7/Activity
assets/res/raw-assets/2e/2e8c4a71-9d35-4f6b-b812-0a7c3e5d9f28.manifest	http://ifs.yonorummy.in/GameX/Activity/project.manifest
assets/res/raw-assets/30/30354e79-aecc-44b8-a1f1-ea362ba57753.manifest	http://ifs.yonorummy.in/GameX/1.6.8.7/GoldenBank
assets/res/raw-assets/30/30354e79-aecc-44b8-a1f1-ea362ba57753.manifest	http://ifs.yonorummy.in/GameX/GoldenBank/project.manifest
assets/res/raw-assets/32/325b4ae4-f758-4303-9598-4cb43f4c59e8.manifest	http://ifs.yonorummy.in/GameX/1.6.8.7/ChickenRoad2
assets/res/raw-assets/32/325b4ae4-f758-4303-9598-4cb43f4c59e8.manifest	http://ifs.yonorummy.in/GameX/ChickenRoad2/project.manifest
assets/res/raw-assets/32/32f52bee-2df9-49f7-b775-8c7fed59030c.manifest	http://ifs.yonorummy.in/GameX/1.6.8.7/Dice
assets/res/raw-assets/32/32f52bee-2df9-49f7-b775-8c7fed59030c.manifest	http://ifs.yonorummy.in/GameX/Dice/project.manifest
assets/res/raw-assets/34/34499a9b-fc7c-4b20-b9bb-c3ae0c140b3c.manifest	http://ifs.yonorummy.in/GameX/1.6.8.7/SimpleDollar2
assets/res/raw-assets/34/34499a9b-fc7c-4b20-b9bb-c3ae0c140b3c.manifest	http://ifs.yonorummy.in/GameX/SimpleDollar2/project.manifest
assets/res/raw-assets/34/34bc17fe-9842-4c45-a671-8ea7dba2e6f2.manifest	http://ifs.yonorummy.in/GameX/1.6.8.7/GaroGem4
assets/res/raw-assets/34/34bc17fe-9842-4c45-a671-8ea7dba2e6f2.manifest	http://ifs.yonorummy.in/GameX/GaroGem4/project.manifest
assets/res/raw-assets/35/352fafd5-f901-41a9-a478-9e4edd919886.manifest	http://ifs.yonorummy.in/GameX/1.6.8.7/GameRecords
assets/res/raw-assets/35/352fafd5-f901-41a9-a478-9e4edd919886.manifest	http://ifs.yonorummy.in/GameX/GameRecords/project.manifest
assets/res/raw-assets/35/354ae739-3313-46cc-a06b-62de79837821.manifest	http://ifs.yonorummy.in/GameX/1.6.8.7/OneHundredXDollar
assets/res/raw-assets/35/354ae739-3313-46cc-a06b-62de79837821.manifest	http://ifs.yonorummy.in/GameX/OneHundredXDollar/project.manifest
assets/res/raw-assets/35/354b9f46-9621-44e8-bc09-9fd6fdc3b151.manifest	http://ifs.yonorummy.in/GameX/1.6.8.7/CandyRush2
assets/res/raw-assets/35/354b9f46-9621-44e8-bc09-9fd6fdc3b151.manifest	http://ifs.yonorummy.in/GameX/CandyRush2/project.manifest
assets/res/raw-assets/37/374a7609-831a-468c-a7ce-0c00960bb7a0.manifest	http://ifs.yonorummy.in/GameX/1.6.8.7/CursedCrypt
assets/res/raw-assets/37/374a7609-831a-468c-a7ce-0c00960bb7a0.manifest	http://ifs.yonorummy.in/GameX/CursedCrypt/project.manifest
assets/res/raw-assets/38/387f172f-dda1-44c5-ae2b-0d6f7f6cff36.manifest	http://ifs.yonorummy.in/GameX/1.6.8.7/MegaMoneyFrog
assets/res/raw-assets/38/387f172f-dda1-44c5-ae2b-0d6f7f6cff36.manifest	http://ifs.yonorummy.in/GameX/MegaMoneyFrog/project.manifest
assets/res/raw-assets/3a/3a7f8cda-5288-49e2-8e34-6ca7232d8ef4.manifest	http://ifs.yonorummy.in/GameX/1.6.8.7/DragonHatch4
assets/res/raw-assets/3a/3a7f8cda-5288-49e2-8e34-6ca7232d8ef4.manifest	http://ifs.yonorummy.in/GameX/DragonHatch4/project.manifest
assets/res/raw-assets/3a/3af95820-5b4e-441a-948a-2e249ab24521.manifest	http://ifs.yonorummy.in/GameX/1.6.8.7/Triple
assets/res/raw-assets/3a/3af95820-5b4e-441a-948a-2e249ab24521.manifest	http://ifs.yonorummy.in/GameX/Triple/project.manifest
assets/res/raw-assets/3b/3b6e6deb-e57f-4c86-b522-ec7423a2dcfd.manifest	http://ifs.yonorummy.in/GameX/1.6.8.7/BearBlast
assets/res/raw-assets/3b/3b6e6deb-e57f-4c86-b522-ec7423a2dcfd.manifest	http://ifs.yonorummy.in/GameX/BearBlast/project.manifest
assets/res/raw-assets/3c/3c437837-ff11-4ade-ba1f-f4f11cdac7d5.manifest	http://ifs.yonorummy.in/GameX/1.6.8.7/HipHopPanda
assets/res/raw-assets/3c/3c437837-ff11-4ade-ba1f-f4f11cdac7d5.manifest	http://ifs.yonorummy.in/GameX/HipHopPanda/project.manifest
assets/res/raw-assets/3d/3d2bee9e-056b-4382-931f-c1c1591aea99.manifest	http://ifs.yonorummy.in/GameX/1.6.8.7/Limbo
assets/res/raw-assets/3d/3d2bee9e-056b-4382-931f-c1c1591aea99.manifest	http://ifs.yonorummy.in/GameX/Limbo/project.manifest
assets/res/raw-assets/3d/3db8967a-c614-49d7-9621-637e22f53981.manifest	http://ifs.yonorummy.in/GameX/1.6.8.7/WolfMoonLink
assets/res/raw-assets/3d/3db8967a-c614-49d7-9621-637e22f53981.manifest	http://ifs.yonorummy.in/GameX/WolfMoonLink/project.manifest
assets/res/raw-assets/3e/3e8f2922-b590-467f-a0a3-662a018c4006.plist	http://www.apple.com/DTDs/PropertyList-1.0.dtd
assets/res/raw-assets/41/41204fcd-4c6d-4360-bb3b-680ef82eb190.manifest	http://ifs.yonorummy.in/GameX/1.6.8.7/FlamingMustang
assets/res/raw-assets/41/41204fcd-4c6d-4360-bb3b-680ef82eb190.manifest	http://ifs.yonorummy.in/GameX/FlamingMustang/project.manifest
assets/res/raw-assets/41/41ace276-8da3-4782-99f2-d6869dacbac7.manifest	http://ifs.yonorummy.in/GameX/1.6.8.7/SuperNiubi
assets/res/raw-assets/41/41ace276-8da3-4782-99f2-d6869dacbac7.manifest	http://ifs.yonorummy.in/GameX/SuperNiubi/project.manifest
assets/res/raw-assets/42/42997e88-71df-4997-9e18-1aa9766fd46f.manifest	http://ifs.yonorummy.in/GameX/1.6.8.7/DoubleNuggets2
assets/res/raw-assets/42/42997e88-71df-4997-9e18-1aa9766fd46f.manifest	http://ifs.yonorummy.in/GameX/DoubleNuggets2/project.manifest
assets/res/raw-assets/44/44b90a42-715a-4bb0-9833-edfae698fde1.manifest	http://ifs.yonorummy.in/GameX/1.6.8.7/LuckyGems1000
assets/res/raw-assets/44/44b90a42-715a-4bb0-9833-edfae698fde1.manifest	http://ifs.yonorummy.in/GameX/LuckyGems1000/project.manifest
assets/res/raw-assets/45/45d692ee-0055-4c49-9dee-3fcc0093f921.manifest	http://ifs.yonorummy.in/GameX/1.6.8.7/SevenUpDown
assets/res/raw-assets/45/45d692ee-0055-4c49-9dee-3fcc0093f921.manifest	http://ifs.yonorummy.in/GameX/SevenUpDown/project.manifest
assets/res/raw-assets/46/46f5d64c-bd40-431c-9d0d-f14ad2058dda.manifest	http://ifs.yonorummy.in/GameX/1.6.8.7/Crypto
assets/res/raw-assets/46/46f5d64c-bd40-431c-9d0d-f14ad2058dda.manifest	http://ifs.yonorummy.in/GameX/Crypto/project.manifest
assets/res/raw-assets/4b/4b8a7547-042e-4881-bd0b-7a2f412c8eca.manifest	http://ifs.yonorummy.in/GameX/1.6.8.7/TableCommon
assets/res/raw-assets/4b/4b8a7547-042e-4881-bd0b-7a2f412c8eca.manifest	http://ifs.yonorummy.in/GameX/TableCommon/project.manifest
assets/res/raw-assets/4b/4bab67cb-18e6-4099-b840-355f0473f890.png	http://www.w3.org/1999/02/22-rdf-syntax-ns#
assets/res/raw-assets/4b/4bab67cb-18e6-4099-b840-355f0473f890.png	http://ns.adobe.com/xap/1.0/mm/
assets/res/raw-assets/4b/4bab67cb-18e6-4099-b840-355f0473f890.png	http://ns.adobe.com/xap/1.0/sType/ResourceRef#
assets/res/raw-assets/4b/4bab67cb-18e6-4099-b840-355f0473f890.png	http://ns.adobe.com/xap/1.0/
assets/res/raw-assets/4c/4cd8d927-6a13-4f72-84d5-af82dbcbcae7.manifest	http://ifs.yonorummy.in/GameX/1.6.8.7/Poseidon2
assets/res/raw-assets/4c/4cd8d927-6a13-4f72-84d5-af82dbcbcae7.manifest	http://ifs.yonorummy.in/GameX/Poseidon2/project.manifest
